#Glass materials Database#Name: Glass name
#LambdaMin, LambdaMax: wavelength range (um)
#K1,L1,K2,L2,K3,L3: Sellmeier1 coeficients.
#Name                       LambdaMin	LambdaMax		K1		L1		K2		L2	      K3               L3			
N-SF57                     0.370000	2.500000	1.875438310E+00	1.417495180E-02	3.737574900E-01	6.405099270E-02	2.300017970E+00	1.773897950E+02
N-SF57HT                   0.370000	2.500000	1.875438310E+00	1.417495180E-02	3.737574900E-01	6.405099270E-02	2.300017970E+00	1.773897950E+02
N-SF57HTULTRA              0.370000	2.500000	1.875438310E+00	1.417495180E-02	3.737574900E-01	6.405099270E-02	2.300017970E+00	1.773897950E+02
N-SF6                      0.370000	2.500000	1.779317630E+00	1.337141820E-02	3.381498660E-01	6.175336210E-02	2.087344740E+00	1.740175900E+02
N-SF66                     0.390000	2.500000	2.024597600E+00	1.470532250E-02	4.701871960E-01	6.929982760E-02	2.599704330E+00	1.618176010E+02
N-SF6HT                    0.370000	2.500000	1.779317630E+00	1.337141820E-02	3.381498660E-01	6.175336210E-02	2.087344740E+00	1.740175900E+02
N-SF6HTULTRA               0.370000	2.500000	1.779317630E+00	1.337141820E-02	3.381498660E-01	6.175336210E-02	2.087344740E+00	1.740175900E+02
N-SF8                      0.370000	2.500000	1.550758120E+00	1.143383440E-02	2.098169180E-01	5.827256520E-02	1.462054910E+00	1.332416500E+02
N-SK11                     0.300000	2.500000	1.179636310E+00	6.802820810E-03	2.298172950E-01	2.197372050E-02	9.357896520E-01	1.015132320E+02
N-SK14                     0.310000	2.500000	9.361553740E-01	4.617165250E-03	5.940520180E-01	1.688592700E-02	1.043745830E+00	1.037362650E+02
N-SK16                     0.310000	2.500000	1.343177740E+00	7.046873390E-03	2.411443990E-01	2.290050000E-02	9.943179690E-01	9.275085260E+01
N-SK2                      0.310000	2.500000	1.281890120E+00	7.271916400E-03	2.577382580E-01	2.428235270E-02	9.681860400E-01	1.103777730E+02
N-SK2HT                    0.310000	2.500000	1.281890120E+00	7.271916400E-03	2.577382580E-01	2.428235270E-02	9.681860400E-01	1.103777730E+02
N-SK4                      0.334000	2.500000	1.329937410E+00	7.168741070E-03	2.285429960E-01	2.464558920E-02	9.884652110E-01	1.008863640E+02
N-SK5                      0.300000	2.500000	9.914638230E-01	5.227304670E-03	4.959821210E-01	1.727336460E-02	9.873939250E-01	9.835945790E+01
N-SK5HTI                   0.290000	2.500000	9.914638230E-01	5.227304670E-03	4.959821210E-01	1.727336460E-02	9.873939250E-01	9.835945790E+01
N-SSK2                     0.350000	2.500000	1.430602700E+00	8.239829750E-03	1.531505540E-01	3.337368410E-02	1.013909040E+00	1.068708220E+02
N-SSK5                     0.350000	2.500000	1.592226590E+00	9.202846260E-03	1.035207740E-01	4.235300720E-02	1.051740160E+00	1.069273740E+02
N-SSK8                     0.350000	2.500000	1.448578670E+00	8.693101490E-03	1.179659260E-01	4.215665930E-02	1.069375280E+00	1.113006660E+02
N-ZK7A                     0.300000	2.500000	1.075098910E+00	6.766016570E-03	1.688950440E-01	2.306428170E-02	8.605039830E-01	8.904987780E+01
P-BK7                      0.310000	2.500000	1.183185030E+00	7.221419560E-03	8.717564260E-02	2.682168050E-02	1.031337010E+00	1.017023620E+02
P-LAF37                    0.320000	2.500000	1.760032440E+00	9.380063960E-03	2.482867450E-01	3.605374640E-02	1.159351220E+00	8.643246930E+01
P-LAK35                    0.300000	2.500000	1.393242600E+00	7.159596950E-03	4.188827660E-01	2.336374460E-02	1.043807000E+00	8.832844260E+01
P-LASF47                   0.334000	2.500000	1.855431010E+00	1.003282030E-02	3.158546490E-01	3.870951680E-02	1.285618390E+00	9.454215070E+01
P-LASF50                   0.334000	2.500000	1.849105530E+00	9.992347570E-03	3.298286740E-01	3.874379880E-02	1.304009010E+00	9.589676810E+01
P-LASF51                   0.334000	2.500000	1.845688060E+00	9.884955710E-03	3.390016000E-01	3.780974020E-02	1.324189210E+00	9.784154300E+01
P-SF68                     0.420000	2.500000	2.333006700E+00	1.688384190E-02	4.529613960E-01	7.160863250E-02	1.251723390E+00	1.187074790E+02
